name,price,currency,rating,reviews_count,availability,url,image_url,source,scraped_at,confidence
"iPhone 17 Pro Max 256 GB: 17.42 cm (6.9″) Display with Promotion, A19 Pro Chip, Best Battery Life in Any iPhone Ever, Pro Fusion Camera System, Center Stage Front Camera; Deep Blue 4.4 4.4 out of 5 stars (269) 200+ bough",149900.0,,4.4,4.0,Out of Stock,https://www.amazon.in/iPhone-Pro-Max-256-Promotion/dp/B0FQFV2XKS/ref=sr_1_3?dib=eyJ2IjoiMSJ9.f1ForpC7J2NpKKgSE-uQIpeblodVjouqPq8f2pqMAi6dMXbXtSHE1kkuocCAtf6Ya5A8PEN3IoVtGL-2Jd9ceVCUgkCt_w7IQ9Ce7bkO6QtTtzP0Cg0ckTJHcuyj6N2JUJ9TckOu6V93cAIvBcDEzInhsZfiJqX_C_ImC_QQsYiZUc_ABqVEhliKmQaP78QlPCeGCbQ7-QIzJ3uypDb-aV9zdRIsuoe_A3my4rfJA2I.zN-QV4niQWi9lPIae9NKjMgkoThnhZU5qY9ZUgRwnTk&dib_tag=se&keywords=iphone&qid=1775035638&sr=8-3,https://m.media-amazon.com/images/I/71R8VsJ07nL._AC_UY218_.jpg,dom,2026-04-01T09:27:19.357566Z,0.8214
"iPhone Air 256 GB: Thinnest iPhone Ever, 16.63 cm (6.5″) Display with Promotion up to 120Hz, Powerful A19 Pro Chip, Center Stage Front Camera, All-Day Battery Life; Cloud White 4.5 4.5 out of 5 stars (11) 100+ bought in",94990.0,,4.5,4.0,Out of Stock,https://www.amazon.in/iPhone-Air-256-GB-Promotion/dp/B0FQFLWN5Z/ref=sr_1_4?dib=eyJ2IjoiMSJ9.f1ForpC7J2NpKKgSE-uQIpeblodVjouqPq8f2pqMAi6dMXbXtSHE1kkuocCAtf6Ya5A8PEN3IoVtGL-2Jd9ceVCUgkCt_w7IQ9Ce7bkO6QtTtzP0Cg0ckTJHcuyj6N2JUJ9TckOu6V93cAIvBcDEzInhsZfiJqX_C_ImC_QQsYiZUc_ABqVEhliKmQaP78QlPCeGCbQ7-QIzJ3uypDb-aV9zdRIsuoe_A3my4rfJA2I.zN-QV4niQWi9lPIae9NKjMgkoThnhZU5qY9ZUgRwnTk&dib_tag=se&keywords=iphone&qid=1775035638&sr=8-4,https://m.media-amazon.com/images/I/61+0aSXsyGL._AC_UY218_.jpg,dom,2026-04-01T09:27:19.357820Z,0.8214
"iPhone Air 256 GB: Thinnest iPhone Ever, 16.63 cm (6.5″) Display with Promotion up to 120Hz, Powerful A19 Pro Chip, Center Stage Front Camera, All-Day Battery Life; Sky Blue 4.5 4.5 out of 5 stars (51) 300+ bought in pas",94990.0,,4.5,4.0,Out of Stock,https://www.amazon.in/iPhone-Air-256-GB-Promotion/dp/B0FQFJGP8S/ref=sr_1_6?dib=eyJ2IjoiMSJ9.f1ForpC7J2NpKKgSE-uQIpeblodVjouqPq8f2pqMAi6dMXbXtSHE1kkuocCAtf6Ya5A8PEN3IoVtGL-2Jd9ceVCUgkCt_w7IQ9Ce7bkO6QtTtzP0Cg0ckTJHcuyj6N2JUJ9TckOu6V93cAIvBcDEzInhsZfiJqX_C_ImC_QQsYiZUc_ABqVEhliKmQaP78QlPCeGCbQ7-QIzJ3uypDb-aV9zdRIsuoe_A3my4rfJA2I.zN-QV4niQWi9lPIae9NKjMgkoThnhZU5qY9ZUgRwnTk&dib_tag=se&keywords=iphone&qid=1775035638&sr=8-6,https://m.media-amazon.com/images/I/61Ce-6B6x+L._AC_UY218_.jpg,dom,2026-04-01T09:27:19.358053Z,0.8214
"iPhone Air 256 GB: Thinnest iPhone Ever, 16.63 cm (6.5″) Display with Promotion up to 120Hz, Powerful A19 Pro Chip, Center Stage Front Camera, All-Day Battery Life; Space Black 4.4 4.4 out of 5 stars (36) 200+ bought in",101190.0,,4.4,4.0,Out of Stock,https://www.amazon.in/iPhone-Air-256-GB-Promotion/dp/B0FQFBDQJ1/ref=sr_1_9?dib=eyJ2IjoiMSJ9.f1ForpC7J2NpKKgSE-uQIpeblodVjouqPq8f2pqMAi6dMXbXtSHE1kkuocCAtf6Ya5A8PEN3IoVtGL-2Jd9ceVCUgkCt_w7IQ9Ce7bkO6QtTtzP0Cg0ckTJHcuyj6N2JUJ9TckOu6V93cAIvBcDEzInhsZfiJqX_C_ImC_QQsYiZUc_ABqVEhliKmQaP78QlPCeGCbQ7-QIzJ3uypDb-aV9zdRIsuoe_A3my4rfJA2I.zN-QV4niQWi9lPIae9NKjMgkoThnhZU5qY9ZUgRwnTk&dib_tag=se&keywords=iphone&qid=1775035638&sr=8-9,https://m.media-amazon.com/images/I/61knPJtYRpL._AC_UY218_.jpg,dom,2026-04-01T09:27:19.358289Z,0.8214
"iPhone Air 256 GB: Thinnest iPhone Ever, 16.63 cm (6.5″) Display with Promotion up to 120Hz, Powerful A19 Pro Chip, Center Stage Front Camera, All-Day Battery Life; Light Gold 4.0 4.0 out of 5 stars (35) 200+ bought in p",119900.0,,4.0,4.0,Out of Stock,https://www.amazon.in/iPhone-Air-256-GB-Promotion/dp/B0FQFTV1NP/ref=sr_1_10?dib=eyJ2IjoiMSJ9.f1ForpC7J2NpKKgSE-uQIpeblodVjouqPq8f2pqMAi6dMXbXtSHE1kkuocCAtf6Ya5A8PEN3IoVtGL-2Jd9ceVCUgkCt_w7IQ9Ce7bkO6QtTtzP0Cg0ckTJHcuyj6N2JUJ9TckOu6V93cAIvBcDEzInhsZfiJqX_C_ImC_QQsYiZUc_ABqVEhliKmQaP78QlPCeGCbQ7-QIzJ3uypDb-aV9zdRIsuoe_A3my4rfJA2I.zN-QV4niQWi9lPIae9NKjMgkoThnhZU5qY9ZUgRwnTk&dib_tag=se&keywords=iphone&qid=1775035638&sr=8-10,https://m.media-amazon.com/images/I/614MsdnfBxL._AC_UY218_.jpg,dom,2026-04-01T09:27:19.358507Z,0.8214
"iPhone Air 512 GB: Thinnest iPhone Ever, 16.63 cm (6.5″) Display with Promotion up to 120Hz, Powerful A19 Pro Chip, Center Stage Front Camera, All-Day Battery Life; Sky Blue 3.7 3.7 out of 5 stars (6) 50+ bought in past",113990.0,,3.7,4.0,Out of Stock,https://www.amazon.in/iPhone-Air-512-GB-Promotion/dp/B0FQFH6CV1/ref=sr_1_13?dib=eyJ2IjoiMSJ9.f1ForpC7J2NpKKgSE-uQIpeblodVjouqPq8f2pqMAi6dMXbXtSHE1kkuocCAtf6Ya5A8PEN3IoVtGL-2Jd9ceVCUgkCt_w7IQ9Ce7bkO6QtTtzP0Cg0ckTJHcuyj6N2JUJ9TckOu6V93cAIvBcDEzInhsZfiJqX_C_ImC_QQsYiZUc_ABqVEhliKmQaP78QlPCeGCbQ7-QIzJ3uypDb-aV9zdRIsuoe_A3my4rfJA2I.zN-QV4niQWi9lPIae9NKjMgkoThnhZU5qY9ZUgRwnTk&dib_tag=se&keywords=iphone&qid=1775035638&sr=8-13,https://m.media-amazon.com/images/I/61Ce-6B6x+L._AC_UY218_.jpg,dom,2026-04-01T09:27:19.358721Z,0.8214
"iPhone Air 512 GB: Thinnest iPhone Ever, 16.63 cm (6.5″) Display with Promotion up to 120Hz, Powerful A19 Pro Chip, Center Stage Front Camera, All-Day Battery Life; Cloud White 5.0 5.0 out of 5 stars (2) Price, product p",113990.0,,5.0,5.0,Out of Stock,https://www.amazon.in/iPhone-Air-512-GB-Promotion/dp/B0FQFJG6WN/ref=sr_1_14?dib=eyJ2IjoiMSJ9.f1ForpC7J2NpKKgSE-uQIpeblodVjouqPq8f2pqMAi6dMXbXtSHE1kkuocCAtf6Ya5A8PEN3IoVtGL-2Jd9ceVCUgkCt_w7IQ9Ce7bkO6QtTtzP0Cg0ckTJHcuyj6N2JUJ9TckOu6V93cAIvBcDEzInhsZfiJqX_C_ImC_QQsYiZUc_ABqVEhliKmQaP78QlPCeGCbQ7-QIzJ3uypDb-aV9zdRIsuoe_A3my4rfJA2I.zN-QV4niQWi9lPIae9NKjMgkoThnhZU5qY9ZUgRwnTk&dib_tag=se&keywords=iphone&qid=1775035638&sr=8-14,https://m.media-amazon.com/images/I/61+0aSXsyGL._AC_UY218_.jpg,dom,2026-04-01T09:27:19.358935Z,0.8214
"iPhone Air 512 GB: Thinnest iPhone Ever, 16.63 cm (6.5″) Display with Promotion up to 120Hz, Powerful A19 Pro Chip, Center Stage Front Camera, All-Day Battery Life; Space Black 3.2 3.2 out of 5 stars (3) 50+ bought in pa",113990.0,,3.2,3.0,Out of Stock,https://www.amazon.in/iPhone-Air-512-GB-Promotion/dp/B0FQG8LLXS/ref=sr_1_16?dib=eyJ2IjoiMSJ9.f1ForpC7J2NpKKgSE-uQIpeblodVjouqPq8f2pqMAi6dMXbXtSHE1kkuocCAtf6Ya5A8PEN3IoVtGL-2Jd9ceVCUgkCt_w7IQ9Ce7bkO6QtTtzP0Cg0ckTJHcuyj6N2JUJ9TckOu6V93cAIvBcDEzInhsZfiJqX_C_ImC_QQsYiZUc_ABqVEhliKmQaP78QlPCeGCbQ7-QIzJ3uypDb-aV9zdRIsuoe_A3my4rfJA2I.zN-QV4niQWi9lPIae9NKjMgkoThnhZU5qY9ZUgRwnTk&dib_tag=se&keywords=iphone&qid=1775035638&sr=8-16,https://m.media-amazon.com/images/I/61knPJtYRpL._AC_UY218_.jpg,dom,2026-04-01T09:27:19.359155Z,0.8214
Samsung,25.0,,,,Out of Stock,https://www.amazon.in/Samsung-Smartphone-Titanium-Snapdragon-ProVisual/dp/B0DSKMV3ZC/ref=sr_1_12?dib=eyJ2IjoiMSJ9.f1ForpC7J2NpKKgSE-uQIpeblodVjouqPq8f2pqMAi6dMXbXtSHE1kkuocCAtf6Ya5A8PEN3IoVtGL-2Jd9ceVCUgkCt_w7IQ9Ce7bkO6QtTtzP0Cg0ckTJHcuyj6N2JUJ9TckOu6V93cAIvBcDEzInhsZfiJqX_C_ImC_QQsYiZUc_ABqVEhliKmQaP78QlPCeGCbQ7-QIzJ3uypDb-aV9zdRIsuoe_A3my4rfJA2I.zN-QV4niQWi9lPIae9NKjMgkoThnhZU5qY9ZUgRwnTk&dib_tag=se&keywords=iphone&qid=1775035638&sr=8-12,,dom,2026-04-01T09:27:19.359257Z,0.5072
4.4 out of 5 stars,4.44,,44.4,44.0,Out of Stock,javascript:void(0),,dom,2026-04-01T09:27:19.359359Z,0.6656
OnePlus,15.0,,,,Out of Stock,https://www.amazon.in/OnePlus-Charcoal-Snapdragon%C2%AE-Personalised-Game-Changing/dp/B0FZSXYV6K/ref=sr_1_18?dib=eyJ2IjoiMSJ9.f1ForpC7J2NpKKgSE-uQIpeblodVjouqPq8f2pqMAi6dMXbXtSHE1kkuocCAtf6Ya5A8PEN3IoVtGL-2Jd9ceVCUgkCt_w7IQ9Ce7bkO6QtTtzP0Cg0ckTJHcuyj6N2JUJ9TckOu6V93cAIvBcDEzInhsZfiJqX_C_ImC_QQsYiZUc_ABqVEhliKmQaP78QlPCeGCbQ7-QIzJ3uypDb-aV9zdRIsuoe_A3my4rfJA2I.zN-QV4niQWi9lPIae9NKjMgkoThnhZU5qY9ZUgRwnTk&dib_tag=se&keywords=iphone&qid=1775035638&sr=8-18,,dom,2026-04-01T09:27:19.359671Z,0.5072
"iPhone 17 Pro 1 TB: 15.93 cm (6.3″) Display with Promotion up to 120Hz, A19 Pro Chip, Breakthrough Battery Life, Pro Fusion Camera System with Center Stage Front Camera; Cosmic Orange 4.5 4.5 out of 5 stars (350) 50+ bou",17.0,,4.5,4.0,In Stock,https://www.amazon.in/iPhone-17-Pro-Promotion-Breakthrough/dp/B0FQG1VB5Y/ref=sr_1_5?dib=eyJ2IjoiMSJ9.f1ForpC7J2NpKKgSE-uQIpeblodVjouqPq8f2pqMAi6dMXbXtSHE1kkuocCAtf6Ya5A8PEN3IoVtGL-2Jd9ceVCUgkCt_w7IQ9Ce7bkO6QtTtzP0Cg0ckTJHcuyj6N2JUJ9TckOu6V93cAIvBcDEzInhsZfiJqX_C_ImC_QQsYiZUc_ABqVEhliKmQaP78QlPCeGCbQ7-QIzJ3uypDb-aV9zdRIsuoe_A3my4rfJA2I.zN-QV4niQWi9lPIae9NKjMgkoThnhZU5qY9ZUgRwnTk&dib_tag=se&keywords=iphone&qid=1775035638&sr=8-5,https://m.media-amazon.com/images/I/71JGCn1z1TL._AC_UY218_.jpg,dom,2026-04-01T09:27:19.360167Z,0.6714
