name,price,currency,rating,reviews_count,availability,url,image_url,source,scraped_at,confidence
"var aPageStart = (new Date()).getTime(); var ue_t0=ue_t0||+new Date(); window.ue_ihb = (window.ue_ihb || window.ueinit || 0) + 1; if (window.ue_ihb === 1) { var ue_csm = window, ue",500.0,INR,4.5,36,In Stock,https://www.amazon.in/s?k=iphone,,meta,2026-04-01T09:29:16.509406Z,0.565
"var aPageStart = (new Date()).getTime(); var ue_t0=ue_t0||+new Date(); window.ue_ihb = (window.ue_ihb || window.ueinit || 0) + 1; if (window.ue_ihb === 1) { var ue_csm = window, ue",500.0,INR,4.0,36,In Stock,https://www.amazon.in/s?k=iphone&page=2&xpid=IC_um-MN9QVML&qid=1775035748&ref=sr_pg_1,,meta,2026-04-01T09:29:17.193692Z,0.565
"Samsung Galaxy S26 5G (Black, 12GB RAM, 256GB Storage), AI Phone, Photo Assist, Creative Studio, 50MP Camera with ProVisual Engine, Powerful Customized Processor and 4300mAh Battery 100+ bought in past month Price, produ",87999.0,,,,Out of Stock,https://www.amazon.in/Samsung-Creative-ProVisual-Customized-Processor/dp/B0GL8BF2X2/ref=sr_1_18?dib=eyJ2IjoiMSJ9.AKmRaXaAbZuEmqwUiyvRfJPkJgdMYvcWIlATvrrmVotuqncttNahWEvnfQba6ZQs_7I9RQwRkIpOGWb9wb_rG-faFmSty47DtqyQKbewoawkM9KZL33dpPz8JoqBS4O_7Dcz_CkKOgT5J_Z1xZbVvO6kNyAkeSgb2p1ZfyresHQo3Eo-odN6H6PQG28ahNOPC79aWUnBtofZ9S0qFvO25k018hk4zCr1nLdM6kSqqTg.9tPwbHLniFMCRzMdI1hevM59q5oyYopYorH9gPgLkxo&dib_tag=se&keywords=iphone&qid=1775035757&sr=8-18&xpid=IC_um-MN9QVML,https://m.media-amazon.com/images/I/710Nt-9OiYL._AC_UY218_.jpg,dom,2026-04-01T09:29:24.269027Z,0.6582
OnePlus 15 | 12GB+256GB | Ultra Violet | India's First Snapdragon® 8 Elite Gen 5 | 7300mAh Battery | Personalised AI | Game-Changing 165Hz Display | Triple 50MP Camera with 4K 120fps Dolby Vision 4.6 4.6 out of 5 stars (,72999.0,,4.6,901.0,Out of Stock,https://www.amazon.in/OnePlus-Snapdragon%C2%AE-7300mAh-Personalised-Game-Changing/dp/B0FTRYH3XM/ref=sr_1_19?dib=eyJ2IjoiMSJ9.AKmRaXaAbZuEmqwUiyvRfJPkJgdMYvcWIlATvrrmVotuqncttNahWEvnfQba6ZQs_7I9RQwRkIpOGWb9wb_rG-faFmSty47DtqyQKbewoawkM9KZL33dpPz8JoqBS4O_7Dcz_CkKOgT5J_Z1xZbVvO6kNyAkeSgb2p1ZfyresHQo3Eo-odN6H6PQG28ahNOPC79aWUnBtofZ9S0qFvO25k018hk4zCr1nLdM6kSqqTg.9tPwbHLniFMCRzMdI1hevM59q5oyYopYorH9gPgLkxo&dib_tag=se&keywords=iphone&qid=1775035757&sr=8-19&xpid=IC_um-MN9QVML,https://m.media-amazon.com/images/I/61-FxePR8IL._AC_UY218_.jpg,dom,2026-04-01T09:29:24.269273Z,0.8074
"iQOO 15 (Alpha, 16GB RAM, 512GB Storage) | Fastest Snapdragon 8 Elite Gen 5 Processor* | Origin OS 6 - Out of The Box* | Samsung 2K M14 Lead OLED Display 4.6 4.6 out of 5 stars (580) 50+ bought in past month Price, produ",79998.0,,4.6,580.0,Out of Stock,https://www.amazon.in/iQOO-Storage-Fastest-Snapdragon-Processor/dp/B0FYGBGBBN/ref=sr_1_20?dib=eyJ2IjoiMSJ9.AKmRaXaAbZuEmqwUiyvRfJPkJgdMYvcWIlATvrrmVotuqncttNahWEvnfQba6ZQs_7I9RQwRkIpOGWb9wb_rG-faFmSty47DtqyQKbewoawkM9KZL33dpPz8JoqBS4O_7Dcz_CkKOgT5J_Z1xZbVvO6kNyAkeSgb2p1ZfyresHQo3Eo-odN6H6PQG28ahNOPC79aWUnBtofZ9S0qFvO25k018hk4zCr1nLdM6kSqqTg.9tPwbHLniFMCRzMdI1hevM59q5oyYopYorH9gPgLkxo&dib_tag=se&keywords=iphone&qid=1775035757&sr=8-20&xpid=IC_um-MN9QVML,https://m.media-amazon.com/images/I/61o9FFbUEJL._AC_UY218_.jpg,dom,2026-04-01T09:29:24.269518Z,0.8074
"Samsung Galaxy S25 5G Smartphone with Galaxy AI (Silver Shadow, 12GB RAM, 256GB Storage), Snapdragon 8 Elite, 50 MP Camera with ProVisual Engine and 4000mAh Battery 4.5 4.5 out of 5 stars (740) 50+ bought in past month L",74999.0,,4.5,740.0,Out of Stock,https://www.amazon.in/Samsung-Smartphone-Storage-Snapdragon-ProVisual/dp/B0DSKNLFBG/ref=sr_1_21?dib=eyJ2IjoiMSJ9.AKmRaXaAbZuEmqwUiyvRfJPkJgdMYvcWIlATvrrmVotuqncttNahWEvnfQba6ZQs_7I9RQwRkIpOGWb9wb_rG-faFmSty47DtqyQKbewoawkM9KZL33dpPz8JoqBS4O_7Dcz_CkKOgT5J_Z1xZbVvO6kNyAkeSgb2p1ZfyresHQo3Eo-odN6H6PQG28ahNOPC79aWUnBtofZ9S0qFvO25k018hk4zCr1nLdM6kSqqTg.9tPwbHLniFMCRzMdI1hevM59q5oyYopYorH9gPgLkxo&dib_tag=se&keywords=iphone&qid=1775035757&sr=8-21&xpid=IC_um-MN9QVML,https://m.media-amazon.com/images/I/61D3EdXKG5L._AC_UY218_.jpg,dom,2026-04-01T09:29:24.270351Z,0.8074
"realme NARZO 90 5G (Victory Gold,8GB+128GB) | 7000mAh Biggest Battery | 60W Fastest Charging | 50MP Front & Rear AI Cameras | 4000nits Brightest Display | AI Assist | IP69 Dust & Water Resistance 4.1 4.1 out of 5 stars (",19999.0,,4.1,459.0,Out of Stock,https://www.amazon.in/realme-Charging-4000nits-Brightest-Resistance/dp/B0G49VMCZ3/ref=sr_1_22?dib=eyJ2IjoiMSJ9.AKmRaXaAbZuEmqwUiyvRfJPkJgdMYvcWIlATvrrmVotuqncttNahWEvnfQba6ZQs_7I9RQwRkIpOGWb9wb_rG-faFmSty47DtqyQKbewoawkM9KZL33dpPz8JoqBS4O_7Dcz_CkKOgT5J_Z1xZbVvO6kNyAkeSgb2p1ZfyresHQo3Eo-odN6H6PQG28ahNOPC79aWUnBtofZ9S0qFvO25k018hk4zCr1nLdM6kSqqTg.9tPwbHLniFMCRzMdI1hevM59q5oyYopYorH9gPgLkxo&dib_tag=se&keywords=iphone&qid=1775035757&sr=8-22&xpid=IC_um-MN9QVML,https://m.media-amazon.com/images/I/811u8KqIIVL._AC_UY218_.jpg,dom,2026-04-01T09:29:24.270750Z,0.8074
"Samsung Galaxy S25 FE 5G Smartphone with Galaxy AI (White, 8GB RAM, 512GB Storage), 12MP Front Camera, ProVisual Engine, Long Battery Life 4.0 4.0 out of 5 stars (51) 50+ bought in past month Price, product page ₹65,999",65999.0,,4.0,51.0,Out of Stock,https://www.amazon.in/Samsung-Smartphone-Storage-ProVisual-Battery/dp/B0FNMN6D5K/ref=sr_1_23?dib=eyJ2IjoiMSJ9.AKmRaXaAbZuEmqwUiyvRfJPkJgdMYvcWIlATvrrmVotuqncttNahWEvnfQba6ZQs_7I9RQwRkIpOGWb9wb_rG-faFmSty47DtqyQKbewoawkM9KZL33dpPz8JoqBS4O_7Dcz_CkKOgT5J_Z1xZbVvO6kNyAkeSgb2p1ZfyresHQo3Eo-odN6H6PQG28ahNOPC79aWUnBtofZ9S0qFvO25k018hk4zCr1nLdM6kSqqTg.9tPwbHLniFMCRzMdI1hevM59q5oyYopYorH9gPgLkxo&dib_tag=se&keywords=iphone&qid=1775035757&sr=8-23&xpid=IC_um-MN9QVML,https://m.media-amazon.com/images/I/41-Bc14cmeL._AC_UY218_.jpg,dom,2026-04-01T09:29:24.271164Z,0.8074
"OnePlus Nord CE5 | MediaTek Dimensity | Massive 7100mAh Battery | Powered by OnePlus AI | 8GB + 128GB | Nexus Blue 4.4 4.4 out of 5 stars (5.2K) 3K+ bought in past month Price, product page ₹24,996 ₹24,996 M.R.P: ₹28,999",24996.0,,4.4,5200.0,Out of Stock,https://www.amazon.in/OnePlus-Massive-7100mAh-MediaTek-Dimensity/dp/B0FC6XHHSV/ref=sr_1_24?dib=eyJ2IjoiMSJ9.AKmRaXaAbZuEmqwUiyvRfJPkJgdMYvcWIlATvrrmVotuqncttNahWEvnfQba6ZQs_7I9RQwRkIpOGWb9wb_rG-faFmSty47DtqyQKbewoawkM9KZL33dpPz8JoqBS4O_7Dcz_CkKOgT5J_Z1xZbVvO6kNyAkeSgb2p1ZfyresHQo3Eo-odN6H6PQG28ahNOPC79aWUnBtofZ9S0qFvO25k018hk4zCr1nLdM6kSqqTg.9tPwbHLniFMCRzMdI1hevM59q5oyYopYorH9gPgLkxo&dib_tag=se&keywords=iphone&qid=1775035757&sr=8-24&xpid=IC_um-MN9QVML,https://m.media-amazon.com/images/I/616ZzloUDIL._AC_UY218_.jpg,dom,2026-04-01T09:29:24.271510Z,0.8074
"iPhone Air 1 TB: Thinnest iPhone Ever, 16.63 cm (6.5″) Display with Promotion up to 120Hz, Powerful A19 Pro Chip, Center Stage Front Camera, All-Day Battery Life; Space Black 5.0 5.0 out of 5 stars (3) Price, product pag",132490.0,,5.0,,Out of Stock,https://www.amazon.in/iPhone-Air-TB-Thinnest-Promotion/dp/B0FQG8WM6R/ref=sr_1_25?dib=eyJ2IjoiMSJ9.AKmRaXaAbZuEmqwUiyvRfJPkJgdMYvcWIlATvrrmVotuqncttNahWEvnfQba6ZQs_7I9RQwRkIpOGWb9wb_rG-faFmSty47DtqyQKbewoawkM9KZL33dpPz8JoqBS4O_7Dcz_CkKOgT5J_Z1xZbVvO6kNyAkeSgb2p1ZfyresHQo3Eo-odN6H6PQG28ahNOPC79aWUnBtofZ9S0qFvO25k018hk4zCr1nLdM6kSqqTg.9tPwbHLniFMCRzMdI1hevM59q5oyYopYorH9gPgLkxo&dib_tag=se&keywords=iphone&qid=1775035757&sr=8-25&xpid=IC_um-MN9QVML,https://m.media-amazon.com/images/I/61knPJtYRpL._AC_UY218_.jpg,dom,2026-04-01T09:29:24.271742Z,0.7494
"iPhone Air 1 TB: Thinnest iPhone Ever, 16.63 cm (6.5″) Display with Promotion up to 120Hz, Powerful A19 Pro Chip, Center Stage Front Camera, All-Day Battery Life; Light Gold 2.9 2.9 out of 5 stars (4) Price, product page",132490.0,,2.9,,Out of Stock,https://www.amazon.in/iPhone-Air-TB-Thinnest-Promotion/dp/B0FQG1K1FM/ref=sr_1_26?dib=eyJ2IjoiMSJ9.AKmRaXaAbZuEmqwUiyvRfJPkJgdMYvcWIlATvrrmVotuqncttNahWEvnfQba6ZQs_7I9RQwRkIpOGWb9wb_rG-faFmSty47DtqyQKbewoawkM9KZL33dpPz8JoqBS4O_7Dcz_CkKOgT5J_Z1xZbVvO6kNyAkeSgb2p1ZfyresHQo3Eo-odN6H6PQG28ahNOPC79aWUnBtofZ9S0qFvO25k018hk4zCr1nLdM6kSqqTg.9tPwbHLniFMCRzMdI1hevM59q5oyYopYorH9gPgLkxo&dib_tag=se&keywords=iphone&qid=1775035757&sr=8-26&xpid=IC_um-MN9QVML,https://m.media-amazon.com/images/I/614MsdnfBxL._AC_UY218_.jpg,dom,2026-04-01T09:29:24.271981Z,0.7494
"Apple 2023 Mac mini Desktop Computer with Apple M2 Pro chip with 10‑core CPU and 16‑core GPU, 16GB Unified Memory, 512GB SSD Storage, Gigabit Ethernet. Works with iPhone/iPad 4.7 4.7 out of 5 stars (120) Price, product p",129900.0,,4.7,120.0,Out of Stock,https://www.amazon.in/Apple-Desktop-Computer-10%E2%80%91core-Ethernet/dp/B0BSHSD25X/ref=sr_1_27?dib=eyJ2IjoiMSJ9.AKmRaXaAbZuEmqwUiyvRfJPkJgdMYvcWIlATvrrmVotuqncttNahWEvnfQba6ZQs_7I9RQwRkIpOGWb9wb_rG-faFmSty47DtqyQKbewoawkM9KZL33dpPz8JoqBS4O_7Dcz_CkKOgT5J_Z1xZbVvO6kNyAkeSgb2p1ZfyresHQo3Eo-odN6H6PQG28ahNOPC79aWUnBtofZ9S0qFvO25k018hk4zCr1nLdM6kSqqTg.9tPwbHLniFMCRzMdI1hevM59q5oyYopYorH9gPgLkxo&dib_tag=se&keywords=iphone&qid=1775035757&sr=8-27&xpid=IC_um-MN9QVML,https://m.media-amazon.com/images/I/61jup8h--XL._AC_UY218_.jpg,dom,2026-04-01T09:29:24.272201Z,0.8074
