name,price,currency,rating,reviews_count,availability,url,image_url,source,scraped_at,confidence
"var aPageStart = (new Date()).getTime(); var ue_t0=ue_t0||+new Date(); window.ue_ihb = (window.ue_ihb || window.ueinit || 0) + 1; if (window.ue_ihb === 1) { var ue_csm = window, ue",500.0,INR,4.5,36,In Stock,https://www.amazon.in/s?k=iphone,,meta,2026-04-01T10:06:35.865252Z,0.565
"var aPageStart = (new Date()).getTime(); var ue_t0=ue_t0||+new Date(); window.ue_ihb = (window.ue_ihb || window.ueinit || 0) + 1; if (window.ue_ihb === 1) { var ue_csm = window, ue",500.0,INR,4.0,36,In Stock,https://www.amazon.in/s?k=iphone&page=2&xpid=5V85PvP3OhQuo&qid=1775037990&ref=sr_pg_1,,meta,2026-04-01T10:06:36.760874Z,0.565
OnePlus 15 | 12GB+256GB | Ultra Violet | India's First Snapdragon® 8 Elite Gen 5 | 7300mAh Battery | Personalised AI | Game-Changing 165Hz Display | Triple 50MP Camera with 4K 120fps Dolby Vision 4.6 4.6 out of 5 stars (,72999.0,,4.6,901.0,Out of Stock,https://www.amazon.in/OnePlus-Snapdragon%C2%AE-7300mAh-Personalised-Game-Changing/dp/B0FTRYH3XM/ref=sr_1_17?dib=eyJ2IjoiMSJ9.Grw5YVQ7OmnVttfzASQjnSzwRO5vb3gIaVHNNldG1ZDrfCU9Cfa4hWldXF6n1tfizTBe6jNYmvIASRhWrsD73rapvKb0287vQCq8dQ5Us6_qrUYREydEZQkTcVlHcMJdLvWA_GTvihS1Vfd6YEwlNfbufySNSMszF38vGbDoqusPVxgf1wDxs3t1Sq3zCykAYtnP1K5O8-dwM2U6zC49pY5EWZyooKQD1Uezikqc8T8.bNGKTnB_aoFxSPPvnSpuM-dnM9YaWNm4Osfvcy2rdnw&dib_tag=se&keywords=iphone&qid=1775037997&sr=8-17&xpid=5V85PvP3OhQuo,https://m.media-amazon.com/images/I/61-FxePR8IL._AC_UY218_.jpg,dom,2026-04-01T10:06:49.349210Z,0.8074
"iQOO 15 (Alpha, 16GB RAM, 512GB Storage) | Fastest Snapdragon 8 Elite Gen 5 Processor* | Origin OS 6 - Out of The Box* | Samsung 2K M14 Lead OLED Display 4.6 4.6 out of 5 stars (580) 50+ bought in past month Price, produ",79998.0,,4.6,580.0,Out of Stock,https://www.amazon.in/iQOO-Storage-Fastest-Snapdragon-Processor/dp/B0FYGBGBBN/ref=sr_1_18?dib=eyJ2IjoiMSJ9.Grw5YVQ7OmnVttfzASQjnSzwRO5vb3gIaVHNNldG1ZDrfCU9Cfa4hWldXF6n1tfizTBe6jNYmvIASRhWrsD73rapvKb0287vQCq8dQ5Us6_qrUYREydEZQkTcVlHcMJdLvWA_GTvihS1Vfd6YEwlNfbufySNSMszF38vGbDoqusPVxgf1wDxs3t1Sq3zCykAYtnP1K5O8-dwM2U6zC49pY5EWZyooKQD1Uezikqc8T8.bNGKTnB_aoFxSPPvnSpuM-dnM9YaWNm4Osfvcy2rdnw&dib_tag=se&keywords=iphone&qid=1775037997&sr=8-18&xpid=5V85PvP3OhQuo,https://m.media-amazon.com/images/I/61o9FFbUEJL._AC_UY218_.jpg,dom,2026-04-01T10:06:49.349610Z,0.8074
"realme NARZO 90 5G (Victory Gold,8GB+128GB) | 7000mAh Biggest Battery | 60W Fastest Charging | 50MP Front & Rear AI Cameras | 4000nits Brightest Display | AI Assist | IP69 Dust & Water Resistance 4.1 4.1 out of 5 stars (",19999.0,,4.1,459.0,Out of Stock,https://www.amazon.in/realme-Charging-4000nits-Brightest-Resistance/dp/B0G49VMCZ3/ref=sr_1_19?dib=eyJ2IjoiMSJ9.Grw5YVQ7OmnVttfzASQjnSzwRO5vb3gIaVHNNldG1ZDrfCU9Cfa4hWldXF6n1tfizTBe6jNYmvIASRhWrsD73rapvKb0287vQCq8dQ5Us6_qrUYREydEZQkTcVlHcMJdLvWA_GTvihS1Vfd6YEwlNfbufySNSMszF38vGbDoqusPVxgf1wDxs3t1Sq3zCykAYtnP1K5O8-dwM2U6zC49pY5EWZyooKQD1Uezikqc8T8.bNGKTnB_aoFxSPPvnSpuM-dnM9YaWNm4Osfvcy2rdnw&dib_tag=se&keywords=iphone&qid=1775037997&sr=8-19&xpid=5V85PvP3OhQuo,https://m.media-amazon.com/images/I/811u8KqIIVL._AC_UY218_.jpg,dom,2026-04-01T10:06:49.350157Z,0.8074
"Samsung Galaxy S25 5G Smartphone with Galaxy AI (Silver Shadow, 12GB RAM, 256GB Storage), Snapdragon 8 Elite, 50 MP Camera with ProVisual Engine and 4000mAh Battery 4.5 4.5 out of 5 stars (740) 50+ bought in past month L",74999.0,,4.5,740.0,Out of Stock,https://www.amazon.in/Samsung-Smartphone-Storage-Snapdragon-ProVisual/dp/B0DSKNLFBG/ref=sr_1_20?dib=eyJ2IjoiMSJ9.Grw5YVQ7OmnVttfzASQjnSzwRO5vb3gIaVHNNldG1ZDrfCU9Cfa4hWldXF6n1tfizTBe6jNYmvIASRhWrsD73rapvKb0287vQCq8dQ5Us6_qrUYREydEZQkTcVlHcMJdLvWA_GTvihS1Vfd6YEwlNfbufySNSMszF38vGbDoqusPVxgf1wDxs3t1Sq3zCykAYtnP1K5O8-dwM2U6zC49pY5EWZyooKQD1Uezikqc8T8.bNGKTnB_aoFxSPPvnSpuM-dnM9YaWNm4Osfvcy2rdnw&dib_tag=se&keywords=iphone&qid=1775037997&sr=8-20&xpid=5V85PvP3OhQuo,https://m.media-amazon.com/images/I/61D3EdXKG5L._AC_UY218_.jpg,dom,2026-04-01T10:06:49.351504Z,0.8074
"iPhone Air 1 TB: Thinnest iPhone Ever, 16.63 cm (6.5″) Display with Promotion up to 120Hz, Powerful A19 Pro Chip, Center Stage Front Camera, All-Day Battery Life; Space Black 5.0 5.0 out of 5 stars (3) Price, product pag",132490.0,,5.0,,Out of Stock,https://www.amazon.in/iPhone-Air-TB-Thinnest-Promotion/dp/B0FQG8WM6R/ref=sr_1_22?dib=eyJ2IjoiMSJ9.Grw5YVQ7OmnVttfzASQjnSzwRO5vb3gIaVHNNldG1ZDrfCU9Cfa4hWldXF6n1tfizTBe6jNYmvIASRhWrsD73rapvKb0287vQCq8dQ5Us6_qrUYREydEZQkTcVlHcMJdLvWA_GTvihS1Vfd6YEwlNfbufySNSMszF38vGbDoqusPVxgf1wDxs3t1Sq3zCykAYtnP1K5O8-dwM2U6zC49pY5EWZyooKQD1Uezikqc8T8.bNGKTnB_aoFxSPPvnSpuM-dnM9YaWNm4Osfvcy2rdnw&dib_tag=se&keywords=iphone&qid=1775037997&sr=8-22&xpid=5V85PvP3OhQuo,https://m.media-amazon.com/images/I/61knPJtYRpL._AC_UY218_.jpg,dom,2026-04-01T10:06:49.352335Z,0.7494
"OnePlus Nord CE5 | MediaTek Dimensity | Massive 7100mAh Battery | Powered by OnePlus AI | 8GB + 128GB | Nexus Blue 4.4 4.4 out of 5 stars (5.2K) 3K+ bought in past month Price, product page ₹24,996 ₹24,996 M.R.P: ₹28,999",24996.0,,4.4,5200.0,Out of Stock,https://www.amazon.in/OnePlus-Massive-7100mAh-MediaTek-Dimensity/dp/B0FC6XHHSV/ref=sr_1_23?dib=eyJ2IjoiMSJ9.Grw5YVQ7OmnVttfzASQjnSzwRO5vb3gIaVHNNldG1ZDrfCU9Cfa4hWldXF6n1tfizTBe6jNYmvIASRhWrsD73rapvKb0287vQCq8dQ5Us6_qrUYREydEZQkTcVlHcMJdLvWA_GTvihS1Vfd6YEwlNfbufySNSMszF38vGbDoqusPVxgf1wDxs3t1Sq3zCykAYtnP1K5O8-dwM2U6zC49pY5EWZyooKQD1Uezikqc8T8.bNGKTnB_aoFxSPPvnSpuM-dnM9YaWNm4Osfvcy2rdnw&dib_tag=se&keywords=iphone&qid=1775037997&sr=8-23&xpid=5V85PvP3OhQuo,https://m.media-amazon.com/images/I/616ZzloUDIL._AC_UY218_.jpg,dom,2026-04-01T10:06:49.352579Z,0.8074
"iPhone Air 1 TB: Thinnest iPhone Ever, 16.63 cm (6.5″) Display with Promotion up to 120Hz, Powerful A19 Pro Chip, Center Stage Front Camera, All-Day Battery Life; Light Gold 2.9 2.9 out of 5 stars (4) Price, product page",132490.0,,2.9,,Out of Stock,https://www.amazon.in/iPhone-Air-TB-Thinnest-Promotion/dp/B0FQG1K1FM/ref=sr_1_24?dib=eyJ2IjoiMSJ9.Grw5YVQ7OmnVttfzASQjnSzwRO5vb3gIaVHNNldG1ZDrfCU9Cfa4hWldXF6n1tfizTBe6jNYmvIASRhWrsD73rapvKb0287vQCq8dQ5Us6_qrUYREydEZQkTcVlHcMJdLvWA_GTvihS1Vfd6YEwlNfbufySNSMszF38vGbDoqusPVxgf1wDxs3t1Sq3zCykAYtnP1K5O8-dwM2U6zC49pY5EWZyooKQD1Uezikqc8T8.bNGKTnB_aoFxSPPvnSpuM-dnM9YaWNm4Osfvcy2rdnw&dib_tag=se&keywords=iphone&qid=1775037997&sr=8-24&xpid=5V85PvP3OhQuo,https://m.media-amazon.com/images/I/614MsdnfBxL._AC_UY218_.jpg,dom,2026-04-01T10:06:49.352811Z,0.7494
"Google Pixel 9A (Porcelain, 256 GB) (8 GB RAM) 4.3 4.3 out of 5 stars (235) 400+ bought in past month Price, product page ₹41,948 ₹41,948 M.R.P: ₹49,999 M.R.P: ₹49,999 ₹49,999 (16% off) Up to 5% back with Amazon Pay ICIC",41948.0,,4.3,235.0,In Stock,https://www.amazon.in/Google-Pixel-9A-Porcelain-256/dp/B0FGY7C13L/ref=sr_1_25?dib=eyJ2IjoiMSJ9.Grw5YVQ7OmnVttfzASQjnSzwRO5vb3gIaVHNNldG1ZDrfCU9Cfa4hWldXF6n1tfizTBe6jNYmvIASRhWrsD73rapvKb0287vQCq8dQ5Us6_qrUYREydEZQkTcVlHcMJdLvWA_GTvihS1Vfd6YEwlNfbufySNSMszF38vGbDoqusPVxgf1wDxs3t1Sq3zCykAYtnP1K5O8-dwM2U6zC49pY5EWZyooKQD1Uezikqc8T8.bNGKTnB_aoFxSPPvnSpuM-dnM9YaWNm4Osfvcy2rdnw&dib_tag=se&keywords=iphone&qid=1775037997&sr=8-25&xpid=5V85PvP3OhQuo,https://m.media-amazon.com/images/I/71T6fNlZTjL._AC_UY218_.jpg,dom,2026-04-01T10:06:49.353027Z,0.8074
