name,price,currency,rating,reviews_count,availability,url,image_url,source,scraped_at,confidence
"var aPageStart = (new Date()).getTime(); var ue_t0=ue_t0||+new Date(); window.ue_ihb = (window.ue_ihb || window.ueinit || 0) + 1; if (window.ue_ihb === 1) { var ue_csm = window, ue",500.0,INR,4.2,36,In Stock,https://www.amazon.in/s?i=home-improvement&rh=n%3A95174669031%2Cp_36%3A3444810031%2Cp_72%3A1318476031&_encoding=UTF8,,meta,2026-04-01T12:43:14.326336Z,0.565
"var aPageStart = (new Date()).getTime(); var ue_t0=ue_t0||+new Date(); window.ue_ihb = (window.ue_ihb || window.ueinit || 0) + 1; if (window.ue_ihb === 1) { var ue_csm = window, ue",500.0,INR,4.2,36,In Stock,https://www.amazon.in/s?i=kitchen&rh=n%3A95174669031%2Cp_36%3A3444810031%2Cp_72%3A1318476031&page=2&_encoding=UTF8&qid=1775047392&xpid=IfqfKSCvgaHE5&ref=sr_pg_1,,meta,2026-04-01T12:43:16.844179Z,0.565
"var aPageStart = (new Date()).getTime(); var ue_t0=ue_t0||+new Date(); window.ue_ihb = (window.ue_ihb || window.ueinit || 0) + 1; if (window.ue_ihb === 1) { var ue_csm = window, ue",500.0,INR,4.0,36,In Stock,https://www.amazon.in/s?i=kitchen&rh=n%3A95174669031%2Cp_36%3A3444810031%2Cp_72%3A1318476031&page=3&_encoding=UTF8&qid=1775047396&xpid=IfqfKSCvgaHE5&ref=sr_pg_2,,meta,2026-04-01T12:43:17.410696Z,0.565
.in Delivering to Manipal 576104 Update location Tools store Tools store All Categories Alexa Skills Amazon Devices Amazon Fashion Amazon Fresh Amazon Pharmacy Appliances Apps & Ga,500.0,,,,Out of Stock,https://www.amazon.in/ref=nav_logo,,dom,2026-04-01T12:43:25.731407Z,0.5522
"Esdee Paints Interior, Ready-to-Use DIY Wall Flexible Acrylic Putty, Excellent Bonding & Smooth Finish, Easy Application for Home & Office Walls,High Coverage, Ideal for Cracks & Holes (1 KG), White 4.4 4.4 out of 5 star",265.0,,4.4,448.0,Out of Stock,https://www.amazon.in/Esdee-Paints-Application-Levelling-Excellent/dp/B09X68GQ8P/ref=sr_1_50?_encoding=UTF8&dib=eyJ2IjoiMSJ9.p_ajYZV6S4jC2skXJ8fdB_hYdBS5x6i6c539bFr1hrm3iuh95zOrFoeGSAS8hC0kP2z8Rs7Do4dDbAuOyO02iUL96EEsmebJybdirUxHwN4fZsqDO5FgEOa6QeDQ6XeFiqvlJtCQ5JGXuB8ZT1p3bmYv2k5lYbYUnPddl9FvN4ysTJZN762-d4yzjbh34LNbwY4uC_Ld-M6BB-oqIQAeRfjfE9SXKdu_2FE16zft1pNaglydu1AfTzsQNi4mTx07q679QgV29ICtx8Oww8oDZDvtZqB2X_jWBallwMrifPs.uRVLmRgixleq205TQ-DQbiAHvortxk7uWAPNapdh8XM&dib_tag=se&qid=1775047398&refinements=p_36%3A3444810031%2Cp_72%3A1318476031&s=kitchen&sr=1-50&xpid=IfqfKSCvgaHE5,https://m.media-amazon.com/images/I/71bm8ClWePL._AC_UL320_.jpg,dom,2026-04-01T12:43:25.731945Z,0.8074
"Craft Punching Machine | Paper Hole Tool for DIY Greeting Cards, Scrapbooks, & Stationery Items | Crafting Kit Materials for Art & Craft Projects | Multicolor Assorted Shapes - Pack of 12 4.0",499.0,,4.0,260.0,Out of Stock,https://www.amazon.in/PANCIKAA-Craft-Punch-Punching-Hole/dp/B0BMRYKWX1/ref=sr_1_51?_encoding=UTF8&dib=eyJ2IjoiMSJ9.p_ajYZV6S4jC2skXJ8fdB_hYdBS5x6i6c539bFr1hrm3iuh95zOrFoeGSAS8hC0kP2z8Rs7Do4dDbAuOyO02iUL96EEsmebJybdirUxHwN4fZsqDO5FgEOa6QeDQ6XeFiqvlJtCQ5JGXuB8ZT1p3bmYv2k5lYbYUnPddl9FvN4ysTJZN762-d4yzjbh34LNbwY4uC_Ld-M6BB-oqIQAeRfjfE9SXKdu_2FE16zft1pNaglydu1AfTzsQNi4mTx07q679QgV29ICtx8Oww8oDZDvtZqB2X_jWBallwMrifPs.uRVLmRgixleq205TQ-DQbiAHvortxk7uWAPNapdh8XM&dib_tag=se&qid=1775047398&refinements=p_36%3A3444810031%2Cp_72%3A1318476031&s=kitchen&sr=1-51&xpid=IfqfKSCvgaHE5,https://m.media-amazon.com/images/I/617ilEpnFaL._AC_UL320_.jpg,dom,2026-04-01T12:43:25.732187Z,0.8074
FREEMANS TN30 Top Line 30m:9.5mm Steel Measuring Tape - 30m/100ft || Unbreakable ABS Case || Stainless Steel Band || Dura Coat Tape Blade || Stainless Steel Mouth with End Hook 4.0,448.0,,4.0,293.0,In Stock,https://www.amazon.in/Freemans-TN30-Steel-Top-Line/dp/B010M5GJR0/ref=sr_1_52?_encoding=UTF8&dib=eyJ2IjoiMSJ9.p_ajYZV6S4jC2skXJ8fdB_hYdBS5x6i6c539bFr1hrm3iuh95zOrFoeGSAS8hC0kP2z8Rs7Do4dDbAuOyO02iUL96EEsmebJybdirUxHwN4fZsqDO5FgEOa6QeDQ6XeFiqvlJtCQ5JGXuB8ZT1p3bmYv2k5lYbYUnPddl9FvN4ysTJZN762-d4yzjbh34LNbwY4uC_Ld-M6BB-oqIQAeRfjfE9SXKdu_2FE16zft1pNaglydu1AfTzsQNi4mTx07q679QgV29ICtx8Oww8oDZDvtZqB2X_jWBallwMrifPs.uRVLmRgixleq205TQ-DQbiAHvortxk7uWAPNapdh8XM&dib_tag=se&qid=1775047398&refinements=p_36%3A3444810031%2Cp_72%3A1318476031&s=kitchen&sr=1-52&xpid=IfqfKSCvgaHE5,https://m.media-amazon.com/images/I/61Djd5D5hDL._AC_UL320_.jpg,dom,2026-04-01T12:43:25.732437Z,0.8074
"Amazon's Choice Homdum Hard Steel Concrete Nails 1 1/2"" inch (38 mm) Pack of 100 Pieces (1 1/2"") 4.5",275.0,,4.5,125.0,Out of Stock,https://www.amazon.in/Homdum%C2%AE-Steel-Concrete-Nails-Pieces/dp/B07NDS24XW/ref=sr_1_54?_encoding=UTF8&dib=eyJ2IjoiMSJ9.p_ajYZV6S4jC2skXJ8fdB_hYdBS5x6i6c539bFr1hrm3iuh95zOrFoeGSAS8hC0kP2z8Rs7Do4dDbAuOyO02iUL96EEsmebJybdirUxHwN4fZsqDO5FgEOa6QeDQ6XeFiqvlJtCQ5JGXuB8ZT1p3bmYv2k5lYbYUnPddl9FvN4ysTJZN762-d4yzjbh34LNbwY4uC_Ld-M6BB-oqIQAeRfjfE9SXKdu_2FE16zft1pNaglydu1AfTzsQNi4mTx07q679QgV29ICtx8Oww8oDZDvtZqB2X_jWBallwMrifPs.uRVLmRgixleq205TQ-DQbiAHvortxk7uWAPNapdh8XM&dib_tag=se&qid=1775047398&refinements=p_36%3A3444810031%2Cp_72%3A1318476031&s=kitchen&sr=1-54&xpid=IfqfKSCvgaHE5,https://m.media-amazon.com/images/I/71-IIFJnsKL._AC_UL320_.jpg,dom,2026-04-01T12:43:25.732886Z,0.8074
"Proskit 3 Hole Fiber Stripper, 3 in 1 Fiber Stripper 4.0",555.0,,4.0,61.0,Out of Stock,https://www.amazon.in/Proskit-Black-Green-Fiber-Stripper/dp/B01MS12H50/ref=sr_1_55?_encoding=UTF8&dib=eyJ2IjoiMSJ9.p_ajYZV6S4jC2skXJ8fdB_hYdBS5x6i6c539bFr1hrm3iuh95zOrFoeGSAS8hC0kP2z8Rs7Do4dDbAuOyO02iUL96EEsmebJybdirUxHwN4fZsqDO5FgEOa6QeDQ6XeFiqvlJtCQ5JGXuB8ZT1p3bmYv2k5lYbYUnPddl9FvN4ysTJZN762-d4yzjbh34LNbwY4uC_Ld-M6BB-oqIQAeRfjfE9SXKdu_2FE16zft1pNaglydu1AfTzsQNi4mTx07q679QgV29ICtx8Oww8oDZDvtZqB2X_jWBallwMrifPs.uRVLmRgixleq205TQ-DQbiAHvortxk7uWAPNapdh8XM&dib_tag=se&qid=1775047398&refinements=p_36%3A3444810031%2Cp_72%3A1318476031&s=kitchen&sr=1-55&xpid=IfqfKSCvgaHE5,https://m.media-amazon.com/images/I/61JCdw-5GGL._AC_UL320_.jpg,dom,2026-04-01T12:43:25.733090Z,0.8074
"3 In 1 Modular Crimping Tool, Rj45, Rj11 Cat5E/Cat6 Lan Cutter with Cable Cutter 4.0",249.0,,4.0,1100.0,Out of Stock,https://www.amazon.in/Lapmate-Modular-Crimping-Cat5E-Cutter/dp/B00VYPTEXE/ref=sr_1_57?_encoding=UTF8&dib=eyJ2IjoiMSJ9.p_ajYZV6S4jC2skXJ8fdB_hYdBS5x6i6c539bFr1hrm3iuh95zOrFoeGSAS8hC0kP2z8Rs7Do4dDbAuOyO02iUL96EEsmebJybdirUxHwN4fZsqDO5FgEOa6QeDQ6XeFiqvlJtCQ5JGXuB8ZT1p3bmYv2k5lYbYUnPddl9FvN4ysTJZN762-d4yzjbh34LNbwY4uC_Ld-M6BB-oqIQAeRfjfE9SXKdu_2FE16zft1pNaglydu1AfTzsQNi4mTx07q679QgV29ICtx8Oww8oDZDvtZqB2X_jWBallwMrifPs.uRVLmRgixleq205TQ-DQbiAHvortxk7uWAPNapdh8XM&dib_tag=se&qid=1775047398&refinements=p_36%3A3444810031%2Cp_72%3A1318476031&s=kitchen&sr=1-57&xpid=IfqfKSCvgaHE5,https://m.media-amazon.com/images/I/41RqpnZZSnL._AC_UL320_.jpg,dom,2026-04-01T12:43:25.733521Z,0.8074
